id,backers_count,blurb,category_id,category_name,category_parent_id,category_parent_name,category_url,converted_pledged_amount,country,created_at,creator_id,creator_name,creator_url,currency,deadline,fx_rate,goal,launched_at,location_country,location_id,location_name,location_state,location_type,name,percent_funded,pledged,profile_blurb,profile_id,profile_name,profile_project_id,profile_state,profile_state_changed_at,project_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_exchange_rate,usd_pledged,usd_type
1010797520,81567,An officially licensed tabletop roleplaying game set in the world of Avatar: The Last Airbender and The Legend of Korra,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,9535317,US,1623164955,1998547133,Magpie Games,https://www.kickstarter.com/profile/magpiegames,USD,1630625400,1,50000,1627998936,US,2352824,Albuquerque,NM,Town,Avatar Legends: The Roleplaying Game,19070.63462,9535317.31,An officially licensed tabletop roleplaying game set in the world of Avatar: The Last Airbender and The Legend of Korra,4230147,Avatar Legends: The Roleplaying Game,4230147,active,1630626583,https://www.kickstarter.com/projects/magpiegames/avatar-legends-the-roleplaying-game,true,true,successful,1630625400,1,1,9535317.31,domestic
565687737,44949,"TRAVEL JACKET with built-in Neck Pillow, Eye Mask, Gloves, Earphone Holders, Drink Pocket, Tech Pockets of all sizes! Comes in 4 Styles",28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,9192055,US,1433223299,597538543,BAUBAX,https://www.kickstarter.com/profile/baubax,USD,1441299600,1,20000,1436269954,US,2379574,Chicago,IL,Town,The World's Best TRAVEL JACKET with 15 Features || BAUBAX,45960.2783,9192055.66,"TRAVEL JACKET with built-in Neck Pillow, Eye Mask, Gloves, Earphone Holders, Drink Pocket, Tech Pockets of all sizes! Comes in 4 Styles",1934848,TRAVEL JACKETS with 15 Features by BAUBAX,1934848,active,1441299790,https://www.kickstarter.com/projects/baubax/the-worlds-best-travel-jacket-with-15-features-bau,true,false,successful,1441299615,1,1,9192055.66,domestic
865220570,28974,The hunger takes hold after the Marvel Universe has been turned into Zombies! Get ready for a Zombicide campaign of epic proportions.,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,9032583,US,1629686058,1134494596,CMON,https://www.kickstarter.com/profile/cmon,USD,1643940000,1,500000,1642536000,US,2357024,Atlanta,GA,Town,Marvel Zombies - A Zombicide Game,1806.5166,9032583,The hunger takes hold after the Marvel Universe has been turned into Zombies! Get ready for a Zombicide campaign of epic proportions.,4268319,Marvel Zombies - A Zombicide Game,4268319,active,1643940081,https://www.kickstarter.com/projects/cmon/marvel-zombies-zombicide,true,true,successful,1643940000,1,1,9032583,domestic
1738059832,11313,Print Time Cut by 70% | Smooth 0.1 mm Detail | Built-In AI Camera Monitoring | Multiple-Device Hub | Multi-Color and Material Kit,331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,8881095,US,1645672664,1100186454,AnkerMake,https://www.kickstarter.com/profile/ankermake,USD,1653141551,1,50000,1649253551,US,2490383,Seattle,WA,Town,AnkerMake M5 3D Printer - 5X Faster Printing and AI Camera,17762.1904,8881095.2,Print Time Cut by 70% | Smooth 0.1 mm Detail | Built-In AI Camera Monitoring | Multiple-Device Hub | Multi-Color and Material Kit,4358672,AnkerMake M5 3D Printer - 5X Faster Printing and AI Camera,4358672,active,1653292818,https://www.kickstarter.com/projects/ankermake/ankermake-m5-3d-printer-5x-faster-printing-and-ai-camera,true,false,successful,1653141551,1,1,8881095.2,domestic
645343012,7713,"A revolutionary table that evolves over a lifetime. Innovative, yet affordable, with magnetic accessories. Crafted without compromise.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,8808136,US,1592862564,754081504,Wyrmwood Gaming,https://www.kickstarter.com/profile/wyrmwood,USD,1602302340,1,1000000,1597168462,US,2504265,Taunton,MA,Town,The Wyrmwood Modular Gaming Table: Coffee & Dining Models,880.8136,8808136,"A revolutionary table that evolves over a lifetime. Innovative, yet affordable, with magnetic accessories. Crafted without compromise.",4019601,The Wyrmwood Modular Gaming Table: Coffee & Dining Models,4019601,active,1602350085,https://www.kickstarter.com/projects/wyrmwood/modular-gaming-table,true,true,successful,1602302340,1,1,8808136,domestic
1955357092,219382,This is a card game for people who are into kittens and explosions and laser beams and sometimes goats.,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,8782571,US,1418632794,1281334714,Exploding Kittens,https://www.kickstarter.com/profile/elanlee,USD,1424397600,1,10000,1421776819,US,2442047,Los Angeles,CA,Town,Exploding Kittens,87825.7199,8782571.99,This is a card game for people who are into kittens and explosions and laser beams and sometimes goats.,1577596,Exploding Kittens,1577596,active,1427580690,https://www.kickstarter.com/projects/elanlee/exploding-kittens,true,true,successful,1424397679,1,1,8782571.99,domestic
1033978702,63416,"Cracking open the last closed platform: the TV.  A beautiful, affordable console -- built on Android, by the creator of Jambox.",270,Gaming Hardware,12,Games,http://www.kickstarter.com/discover/categories/games/gaming%20hardware,8596474,US,1337044803,33844207,OUYA,https://www.kickstarter.com/profile/ouya,USD,1344488400,1,950000,1341924281,US,2442047,Los Angeles,CA,Town,OUYA: A New Kind of Video Game Console,904.8920610526,8596474.58,null,188241,null,188241,inactive,1425915810,https://www.kickstarter.com/projects/ouya/ouya-a-new-kind-of-video-game-console,true,true,successful,1344491772,1,1,8596474.58,domestic
429298657,45162,"Action-packed adventure board game, full of immersive choices and excitingly fresh mechanics.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,8324792,PL,1612040961,1691346938,Go on Board,https://www.kickstarter.com/profile/goonboard,EUR,1623448740,1.08932462,250000,1621947604,PL,514048,Poznan,Greater Poland,Town,The Witcher: Old World,2736.259236,6840648.09,"Action-packed adventure board game, full of immersive choices and excitingly fresh mechanics.",4154225,The Witcher: Old World,4154225,active,1623449579,https://www.kickstarter.com/projects/goonboard/the-witcher,true,true,successful,1623448740,1.21813808,1.21695955,8332853.93030827,domestic
604109210,7388,"Unlock your full creative potential from 3D printing to laser engraving, cutting and CNC carving. Smarter, larger, and more powerful.",331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,7850866,US,1556088983,1279409520,Snapmaker,https://www.kickstarter.com/profile/snapmaker,USD,1559829638,1,100000,1557237638,US,2458152,New Castle,DE,Town,Snapmaker 2.0: Modular 3-in-1 3D Printers,7850.86696,7850866.96,"Unlock your full creative potential from 3D printing to laser engraving, cutting and CNC carving. Smarter, larger, and more powerful.",3717660,Snapmaker 2.0: Modular 3-in-1 3D Printers,3717660,active,1559831751,https://www.kickstarter.com/projects/snapmaker/snapmaker-20-modular-3-in-1-3d-printers,true,true,successful,1559829638,1,1,7850866.96,domestic
647013276,43733,"Get ready for brand new adventures in the first ever board game where YOU are the hero!
1000+ minutes of adventure for 1 to 4 players.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,7072757,US,1504815868,1926712971,Serious Poulp,https://www.kickstarter.com/profile/seriouspoulp,USD,1508450340,1,40000,1506448802,FR,615702,Paris,Ile-de-France,Town,"THE 7th CONTINENT – What Goes Up, Must Come Down.",17681.8925,7072757,"Get ready for brand new adventures in the first ever board game where YOU are the hero!
1000+ minutes of adventure for 1 to 4 players.",3134570,"THE 7th CONTINENT – What Goes Up, Must Come Down.",3134570,active,1508523903,https://www.kickstarter.com/projects/seriouspoulp/the-7th-continent-what-goes-up-must-come-down,true,true,successful,1508450340,1,1,7072757,domestic
814466473,5575,20 m/s² Acceleration | Up to 16 Colors | 7 μm Lidar | PA / PC / Carbon / Support Filaments | Dual-ABL | Spaghetti Detection,331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,7005014,HK,1650877695,665931828,Bambu Lab,https://www.kickstarter.com/profile/bambulab,HKD,1656601162,0.12745286,78495,1654009162,HK,2165352,Hong Kong,Hong Kong Island,Town,Bambu Lab X1: CoreXY Color 3D Printer with Lidar and AI,70030.9617937448,54970803.46,20 m/s² Acceleration | Up to 16 Colors | 7 μm Lidar | PA / PC / Carbon / Support Filaments | Dual-ABL | Spaghetti Detection,4394500,Bambu Lab X1: CoreXY Color 3D Printer with Lidar and AI,4394500,active,1659079419,https://www.kickstarter.com/projects/bambulab/bambu-lab-x1-corexy-color-3d-printer-with-lidar-and-ai,true,true,successful,1656601162,0.12740298,0.12743155,7003444.17379831,domestic
1659939932,29778,Celebrate 10 years of The Stormlight Archive with Brandon Sanderson,47,Fiction,18,Publishing,http://www.kickstarter.com/discover/categories/publishing/fiction,6788517,US,1581127704,74501917,Dragonsteel Entertainment,https://www.kickstarter.com/profile/dragonsteel,USD,1596834300,1,250000,1594134001,US,2487610,Salt Lake City,UT,Town,The Way of Kings 10th Anniversary Leatherbound Edition,2715.406888,6788517.22,Celebrate 10 years of The Stormlight Archive with Brandon Sanderson,3929719,The Way of Kings 10th Anniversary Leatherbound Edition,3929719,active,1597182189,https://www.kickstarter.com/projects/dragonsteel/the-way-of-kings-10th-anniversary-leatherbound-edition,true,true,successful,1596834300,1,1,6788517.22,domestic
1415287630,47854,The massive expansion to The Binding of Isaac: Four Souls,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,6720471,US,1611167330,923628857,Edmund McMillen,https://www.kickstarter.com/profile/isaacfoursouls,USD,1625209140,1,100000,1622530819,US,2442047,Los Angeles,CA,Town,The Binding of Isaac: Four Souls Requiem,6720.47191,6720471.91,The massive expansion to The Binding of Isaac: Four Souls,4147434,The Binding of Isaac: Four Souls Requiem,4147434,active,1625240169,https://www.kickstarter.com/projects/isaacfoursouls/the-binding-of-isaac-4-souls-requiem,true,true,successful,1625209140,1,1,6720471.91,domestic
450099426,26359,"The world's best everyday bags. Designed by photographers to revolutionize camera carry, but built for everyone to organize your life.",28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,6565782,US,1467409609,97103764,Peak Design,https://www.kickstarter.com/profile/peak-design,USD,1473465600,1,500000,1468363655,US,2487956,San Francisco,CA,Town,"The Everyday Backpack, Tote, and Sling",1313.1565,6565782.5,"The world's best everyday bags. Designed by photographers to revolutionize camera carry, but built for everyone to organize your life.",2583453,"The Everyday Backpack, Tote, and Sling",2583453,active,1473466308,https://www.kickstarter.com/projects/peak-design/the-everyday-backpack-tote-and-sling,true,true,successful,1473465600,1,1,6565782.5,domestic
83683256,36581,"Together, let's make more MYSTERY SCIENCE THEATER 3000 *without* a network + BUILD THE GIZMOPLEX, an online theater for live events!",303,Television,11,Film & Video,http://www.kickstarter.com/discover/categories/film%20&%20video/television,6519019,US,1611092960,1587892087,Joel Hodgson,https://www.kickstarter.com/profile/mst3k,USD,1620442800,1,2000000,1617820237,US,2452078,Minneapolis,MN,Town,Let's Make More MST3K & Build The Gizmoplex!,325.9509785,6519019.57,"Together, let's make more MYSTERY SCIENCE THEATER 3000 *without* a network + BUILD THE GIZMOPLEX, an online theater for live events!",4146840,Let's Make More MST3K & Build The Gizmoplex!,4146840,active,1620443384,https://www.kickstarter.com/projects/mst3k/makemoremst3k,true,true,successful,1620442800,1,1,6519019.57,domestic
1897919106,41907,"Stand alone expansion to one of the biggest Board Game hit of recent years, Nemesis",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,6495247,GB,1586335455,1416497402,Awaken Realms,https://www.kickstarter.com/profile/awakenrealms,GBP,1592495995,1.22108471,40000,1590681595,PL,526363,Wroclaw,Lower Silesia,Town,Nemesis Lockdown,12935.383675,5174153.47,"Stand alone expansion to one of the biggest Board Game hit of recent years, Nemesis",3970235,Nemesis Lockdown,3970235,active,1594204147,https://www.kickstarter.com/projects/awakenrealms/nemesis-lockdown,true,true,successful,1592495995,1.23178953,1.25532572,6373468.07095917,domestic
1386523707,154926,"An unusually addicting, high-quality desk toy designed to help you focus. Fidget at work, in class, and at home in style.",28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,6465690,US,1470528368,2015098713,Matthew and Mark McLachlan,https://www.kickstarter.com/profile/antsylabs,USD,1476925200,1,15000,1472587329,US,2391279,Denver,CO,Town,Fidget Cube: A Vinyl Desk Toy,43104.602,6465690.3,"An unusually addicting, high-quality desk toy designed to help you focus. Fidget at work, in class, and at home in style.",2629542,Fidget Cube: A Vinyl Desk Toy,2629542,active,1476925274,https://www.kickstarter.com/projects/antsylabs/fidget-cube-a-vinyl-desk-toy,true,true,successful,1476925200,1,1,6465690.3,domestic
374051904,55236,Just fill with water and the plant will take only what it needs to visibly grow & flourish on the exterior surface of the planter.,28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,6391763,US,1558006842,399975919,tevaplanter,https://www.kickstarter.com/profile/terraplanter,USD,1592625540,1,20000,1588698003,US,12485627,Long Island,NY,Island,terraplanter - visibly follow the journey from seed to plant,31958.8164,6391763.28,Just fill with water and the plant will take only what it needs to visibly grow & flourish on the exterior surface of the planter.,3733425,tevaplanter - visibly follow the journey from seed to plant,3733425,active,1592626109,https://www.kickstarter.com/projects/terraplanter/terra-planter-the-inside-out-hydroponic-planter-pot,true,true,successful,1592625541,1,1,6391763.28,domestic
947809001,69320,Yu Suzuki presents the long awaited third installment in the Shenmue series.,35,Video Games,12,Games,http://www.kickstarter.com/discover/categories/games/video%20games,6333295,US,1433238208,1569150382,Ys Net,https://www.kickstarter.com/profile/ysnet,USD,1437184264,1,2000000,1434419464,JP,1118370,Tokyo,Tokyo Prefecture,Town,Shenmue 3,316.6647885,6333295.77,Yu Suzuki presents the long awaited third installment in the Shenmue series.,1935067,Shenmue 3,1935067,active,1442465554,https://www.kickstarter.com/projects/ysnet/shenmue-3,true,true,successful,1437184264,1,1,6333295.77,domestic
87819093,41939,"Adventure, survival co-op Board Game set in unique grim world inspired by Arthurian Legends. Unforgettable experience for 1-4 players",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,6256244,GB,1541761055,1416497402,Awaken Realms,https://www.kickstarter.com/profile/awakenrealms,GBP,1546012791,1.22108471,40000,1544025591,PL,526363,Wroclaw,Lower Silesia,Town,Tainted Grail: The Fall of Avalon,12350.076475,4940030.59,"Adventure, survival co-op Board Game set in unique grim world inspired by Arthurian Legends. Unforgettable experience for 1-4 players",3510927,Tainted Grail: The Fall of Avalon,3510927,active,1546028933,https://www.kickstarter.com/projects/awakenrealms/tainted-grail-the-fall-of-avalon,true,true,successful,1546012792,1.27477038,1.26643837,6297404.67242592,domestic
1152735261,18220,Pono's mission is to provide the best possible listening experience of your favorite digital music.,339,Sound,16,Technology,http://www.kickstarter.com/discover/categories/technology/sound,6225354,US,1393347728,1003614822,the PonoMusic Team,https://www.kickstarter.com/profile/1003614822,USD,1397583042,1,800000,1394559042,US,2487956,San Francisco,CA,Town,Pono Music - Where Your Soul Rediscovers Music,778.1693725,6225354.98,null,904883,null,904883,inactive,1425915849,https://www.kickstarter.com/projects/1003614822/ponomusic-where-your-soul-rediscovers-music,true,true,successful,1397583042,1,1,6225354.98,domestic
1335038808,25404,"Marvel United returns with the X-Men! Bringing brand-new features to the acclaimed game, new Heroes, Villains, and amazing pieces!",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,5988089,US,1615353979,1134494596,CMON,https://www.kickstarter.com/profile/cmon,USD,1620259200,1,300000,1618426802,US,2353697,Alpharetta,GA,Town,Marvel United: X-Men,1996.0296666667,5988089,"Marvel United returns with the X-Men! Bringing brand-new features to the acclaimed game, new Heroes, Villains, and amazing pieces!",4178829,Marvel United: X-Men,4178829,active,1620259374,https://www.kickstarter.com/projects/cmon/marvel-united-x-men,true,true,successful,1620259200,1,1,5988089,domestic
1569445494,7037,"Ultra-fast 5W laser engraver & cutter for art, business & leisure use",334,DIY Electronics,16,Technology,http://www.kickstarter.com/discover/categories/technology/diy%20electronics,5929686,HK,1606883448,776798143,LaserPecker,https://www.kickstarter.com/profile/laserpecker-pro,HKD,1611934804,0.12745286,77530,1608046804,HK,2165352,Hong Kong,Hong Kong Island,Town,LaserPecker 2-Super Fast Handheld Laser Engraver & Cutter,59294.9151812202,45971347.74,"Ultra-fast 5W laser engraver & cutter for art, business & leisure use",4118675,LaserPecker 2-Super Fast Handheld Laser Engraver & Cutter,4118675,active,1611944410,https://www.kickstarter.com/projects/laserpecker-pro/laserpecker-2-the-best-handheld-laser-engraverandcutter,true,true,successful,1611934804,0.12900313,0.12898656,5930447.74877843,domestic
1454565733,48270,"Almost there! MYSTERY SCIENCE THEATER 3000 will return... and if we can get to $5.9MM, we'll get THIRTEEN new episodes of MST3K!",303,Television,11,Film & Video,http://www.kickstarter.com/discover/categories/film%20&%20video/television,5764229,US,1445810839,1587892087,Joel Hodgson,https://www.kickstarter.com/profile/mst3k,USD,1449900000,1,2000000,1447170572,US,2452078,Minneapolis,MN,Town,Bring Back MYSTERY SCIENCE THEATER 3000,288.211469,5764229.38,"You did it: you brought back MYSTERY SCIENCE THEATER 3000! Thanks to you, MST3K shot FOURTEEN NEW EPISODES in 2016, including a new holiday special, and returned in 2017 on Netflix!",2193016,Bring Back MYSTERY SCIENCE THEATER 3000,2193016,active,1449916486,https://www.kickstarter.com/projects/mst3k/bringbackmst3k,true,true,successful,1449900000,1,1,5764229.38,domestic
1755266685,91585,UPDATED: This is it. We're making a Veronica Mars movie! Now the only question is: how big can we make it? We need your help!,31,Narrative Film,11,Film & Video,http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film,5702153,US,1320444480,559914737,Rob Thomas,https://www.kickstarter.com/profile/559914737,USD,1365822000,1,2000000,1363185742,US,2487889,San Diego,CA,Town,The Veronica Mars Movie Project,285.107669,5702153.38,null,57628,null,57628,inactive,1425915803,https://www.kickstarter.com/projects/559914737/the-veronica-mars-movie-project,true,true,successful,1365822035,1,1,5702153.38,domestic
336396222,28842,"Gather heroes, brave the darkness and face the lurking abominations in this cooperative 1-4 player rogue-like RPG dungeon crawler!",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,5657479,US,1598019652,1162110258,"Mythic Games, Inc.",https://www.kickstarter.com/profile/1162110258,USD,1604692800,1,300000,1603213204,US,2459271,Newark,DE,Town,Darkest Dungeon: The Board Game,1885.8263733333,5657479.12,"Gather heroes, brave the darkness and face the lurking abominations in this cooperative 1-4 player rogue-like RPG dungeon crawler!",4056379,Darkest Dungeon: The Board Game,4056379,active,1604942515,https://www.kickstarter.com/projects/1162110258/darkest-dungeon-the-board-game,true,true,successful,1604692800,1,1,5657479.12,domestic
1074800880,64867,"IGAVANIA (n): A gothic, exploration-focused action platformer, designed by one of the godfathers of the genre!",35,Video Games,12,Games,http://www.kickstarter.com/discover/categories/games/video%20games,5545991,US,1430528803,978161709,Koji Igarashi,https://www.kickstarter.com/profile/iga,USD,1434164400,1,500000,1431363521,JP,1118370,Tokyo,Tokyo Prefecture,Town,Bloodstained: Ritual of the Night,1109.19834,5545991.7,"IGAVANIA (n): A gothic, exploration-focused action platformer, designed by one of the godfathers of the genre!",1875026,Bloodstained: Ritual of the Night,1875026,active,1434167074,https://www.kickstarter.com/projects/iga/bloodstained-ritual-of-the-night,true,true,successful,1434164413,1,1,5545991.7,domestic
606910105,31178,"Dark Souls™ - The Board Game is a strategically challenging, deeply immersive combat exploration game for 1-4 players.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,5417664,GB,1435319639,957243668,Steamforged Games Ltd,https://www.kickstarter.com/profile/steamforged,GBP,1463425172,1.22108471,50000,1461092372,GB,36177,Stockport,England,Town,Dark Souls™ - The Board Game,7542.94962,3771474.81,"DARK SOULS™: The Board Game is a strategically challenging, deeply immersive combat exploration game for 1-4 players.",1982424,Dark Souls™ - The Board Game,1982424,active,1463425263,https://www.kickstarter.com/projects/steamforged/dark-soulstm-the-board-game,true,true,successful,1463425172,1.41663125,1.43648441,5342789.07443381,domestic
557230947,105857,Bring Reading Rainbow’s library of interactive books & video field trips to more platforms & provide free access to classrooms in need!,342,Web,16,Technology,http://www.kickstarter.com/discover/categories/technology/web,5408916,US,1398222021,1038554387,LeVar Burton & Reading Rainbow,https://www.kickstarter.com/profile/readingrainbow,USD,1404327600,1,1000000,1401282345,US,2442047,Los Angeles,CA,Town,"Bring Reading Rainbow Back for Every Child, Everywhere!",540.891695,5408916.95,Bring Reading Rainbow’s library of interactive books & video field trips to more platforms & provide free access to classrooms in need!,988854,"Bring Reading Rainbow Back for Every Child, Everywhere!",988854,active,1445548232,https://www.kickstarter.com/projects/readingrainbow/bring-reading-rainbow-back-for-every-child-everywh,true,true,successful,1404327611,1,1,5408916.95,domestic
